Você é:;Campus;Curso;1. Salas de aula [Quantitativo de Mesas e cadeiras];1. Salas de aula [Quantitativo de salas];1. Salas de aula [Dimensão das salas];1. Salas de aula [Limpeza];1. Salas de aula [Iluminação];1. Salas de aula [Internet na sala de aula];1. Salas de aula [Acústica];1. Salas de aula [Ventilação];1. Salas de aula [Equipamentos de multimídia];2. Auditório(s) [Dimensão do auditório];2. Auditório(s) [Limpeza];2. Auditório(s) [Iluminação];2. Auditório(s) [Ventilação];2. Auditório(s) [Internet];2. Auditório(s) [Acústica];2. Auditório(s) [Acessibilidade];2. Auditório(s) [Conservação da mobília];2. Auditório(s) [Equipamentos de multmídia];2. Auditório(s) [Segurança contra incêndio];2. Auditório(s) [Sistema de som];3. Das condições da qualidade do acesso à internet [Acesso à internet];3. Das condições da qualidade do acesso à internet [Acesso WIFI];3. Das condições da qualidade do acesso à internet [Velocidade da Internet ];3. Das condições da qualidade do acesso à internet [Uso da internet para atividades acadêmicas];4. Biblioteca [Espaço para estudo individual];4. Biblioteca [Espaço para estudo em grupo];4. Biblioteca [Número de tomadas elétricas disponíveis ];4. Biblioteca [Quantidade do Acervo];4. Biblioteca [Acervo atualizado];4. Biblioteca [Biblioteca virtual ou acesso a obras disponíveis em acervos virtuais];4. Biblioteca [Espaço da biblioteca];4. Biblioteca [Limpeza];4. Biblioteca [Ventilação ];4. Biblioteca [Conservação do mobilário];4. Biblioteca [Segurança contra incêndio];4. Biblioteca [Segurança];4. Biblioteca [Acessibilidade];4. Biblioteca [Acesso à internet];4. Biblioteca [Acesso à internet via Wifi];4. Biblioteca [Informatização do acervo (empréstimo, devolução e renovação)  ];4. Biblioteca [Horário de atendimento];5. Laboratório(s) de informática [Mesas e cadeiras];5. Laboratório(s) de informática [Limpeza];5. Laboratório(s) de informática [Iluminação];5. Laboratório(s) de informática [Internet via cabo (computadores)];5. Laboratório(s) de informática [Internet WIFI];5. Laboratório(s) de informática [Acústica];5. Laboratório(s) de informática [Esquipamentos e programas disponíveis];5. Laboratório(s) de informática [Climatização com ar condicionado];6. Laboratórios, ambientes e cenários para práticas didáticas [Quantidade de laboratórios];6. Laboratórios, ambientes e cenários para práticas didáticas [Dimensões];6. Laboratórios, ambientes e cenários para práticas didáticas [Limpeza];6. Laboratórios, ambientes e cenários para práticas didáticas [Iluminação];6. Laboratórios, ambientes e cenários para práticas didáticas [Segurança contra incêndio];6. Laboratórios, ambientes e cenários para práticas didáticas [Acessibilidade];6. Laboratórios, ambientes e cenários para práticas didáticas [Acústica];6. Laboratórios, ambientes e cenários para práticas didáticas [Equipamentos especializados];6. Laboratórios, ambientes e cenários para práticas didáticas [Materiais disponíveis (ex: material de uso didático)];6. Laboratórios, ambientes e cenários para práticas didáticas [Ventilação (ventilador ou ar condicionado)];7. Espaços de convivência  [Mesas e cadeiras];7. Espaços de convivência  [Dimensão];7. Espaços de convivência  [Limpeza];7. Espaços de convivência  [Iluminação];7. Espaços de convivência  [Internet via cabo (computadores)];7. Espaços de convivência  [Internet WIFI];7. Espaços de convivência  [Materiais disponíveis (ex: jogos, livros, TV, etc.)];7. Espaços de convivência  [Ventilação (ventilador ou ar condicionado)];8. Reprografia (Serviços de fotocópias e impressões, encadernações, etc.) [Equipamentos Disponíveis];8. Reprografia (Serviços de fotocópias e impressões, encadernações, etc.) [Acesso à internet para impressões ];8. Reprografia (Serviços de fotocópias e impressões, encadernações, etc.) [Pastas digitalizadas de materiais];8. Reprografia (Serviços de fotocópias e impressões, encadernações, etc.) [Atendimento];8. Reprografia (Serviços de fotocópias e impressões, encadernações, etc.) [Preços praticados];9. Refeitório [Espaço do Refeitório];9. Refeitório [Quantitativo de cadeiras e mesas];9. Refeitório [Limpeza];9. Refeitório [Iluminação];9. Refeitório [Conservação do imobiliário];9. Refeitório [Horário de atendimento];9. Refeitório [Qualidade da alimentação];9. Refeitório [Qualidade do atendimento];9. Refeitório [Tempo de espera em fila];9. Refeitório [Segurança contra incêndio];9. Refeitório [Materiais disponíveis (ex: talheres, guardanapo, copos e pratos)];9. Refeitório [Ventilação (ventilador ou ar condicionado)];10. Bebedouros [Temperatura da água];10. Bebedouros [Localização];10. Bebedouros [Quantidade];10. Bebedouros [Conservação];10. Bebedouros [Tempo de espera em fila];11. Lanchonete [Mesas e cadeiras];11. Lanchonete [Limpeza];11. Lanchonete [Iluminação];11. Lanchonete [Internet WIFI];11. Lanchonete [Qualidade da alimentação];11. Lanchonete [Qualidade do atendimento];11. Lanchonete [Preços praticados];12. Instalações sanitárias  [Quantitativo];12. Instalações sanitárias  [Dimensão];12. Instalações sanitárias  [Vasos e mictórios];12. Instalações sanitárias  [Limpeza];12. Instalações sanitárias  [Iluminação];12. Instalações sanitárias  [Ventilação];12. Instalações sanitárias  [Acessibilidade];12. Instalações sanitárias  [Materiais disponíveis (ex: papel higiênico, sabonete, papel toalha, álcool gel, etc.)];13 - Das condições das instalações de acessibilidade [Rampas com corrimão que facilitem a circulação de cadeiras de rodas];13 - Das condições das instalações de acessibilidade [Adaptação de portas e banheiros com espaço suficiente para permitir o acesso de cadeiras de rodas];13 - Das condições das instalações de acessibilidade [Eliminação de barreiras arquitetônicas para circulação, permitindo acesso aos espaços de uso coletivo];13 - Das condições das instalações de acessibilidade [Colocação de barras de apoio nos banheiros aos usuários de cadeiras de rodas];14 - Das espaços de atenção a saúde (Enfermaria, psicologia, odontologia, etc.) [Horário de Atendimento];14 - Das espaços de atenção a saúde (Enfermaria, psicologia, odontologia, etc.) [Recepção];14 - Das espaços de atenção a saúde (Enfermaria, psicologia, odontologia, etc.) [Consultórios];14 - Das espaços de atenção a saúde (Enfermaria, psicologia, odontologia, etc.) [Sala de procedimentos];15 - Das condições de segurança [Quantitativo de Vigilantes];15 - Das condições de segurança [Guaritas];15 - Das condições de segurança [Sistema interno de segurança];15 - Das condições de segurança [Sistema de controle de acesso de pessoas];16 - Em linhas gerais, como você avalia os estacionamentos:;17 - Em linhas gerais, como você avalia a infraestrutura de esporte e lazer:;18 - Em linhas gerais, como você avalia as vias de acesso a outros espaços:
Discente;Barbacena;Técnico;Ótimo;Bom;Ótimo;Bom;Bom;Ruim;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Satisfatório;Inexistente;Ruim;Péssimo;Bom;Bom;Ruim;Satisfatório;Satisfatório;Péssimo;Ruim;Bom;Ruim;Satisfatório;Ruim;Bom;Bom;Inexistente;Bom;Bom;Satisfatório;Ótimo;Satisfatório;Bom;Bom;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Satisfatório;Bom;Satisfatório;Bom;Ruim;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Satisfatório;Bom;Ruim;Ruim;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Bom;Bom;Satisfatório;Satisfatório;Ruim;Satisfatório;Bom;Bom;Satisfatório;Ruim;Satisfatório;Inexistente;Bom;Bom;Satisfatório;Satisfatório;Inexistente;Ruim;Bom;Bom;Ruim;Ótimo;Ótimo;Satisfatório;Satisfatório;Bom;Bom;Satisfatório;Bom;Ruim;Satisfatório;Inexistente;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Não conheço;Não conheço;Não conheço;Não conheço;Bom;Satisfatório;Bom;Inexistente;Ruim;Satisfatório;Satisfatório
Discente;Barbacena;Licenciatura em Química;Ótimo;Ótimo;Ótimo;Bom;Bom;Inexistente;Satisfatório;Péssimo;Ruim;Bom;Bom;Satisfatório;Péssimo;Inexistente;Satisfatório;Péssimo;Bom;Satisfatório;Ruim;Satisfatório;Ruim;Péssimo;Não conheço;Não conheço;Inexistente;Satisfatório;Ruim;Satisfatório;Satisfatório;Péssimo;Bom;Bom;Satisfatório;Ruim;Satisfatório;Péssimo;Ruim;Bom;Péssimo;Ótimo;Ótimo;Satisfatório;Satisfatório;Bom;Ótimo;Não conheço;Não conheço;Não conheço;Não conheço;Bom;Satisfatório;Bom;Bom;Ruim;Bom;Bom;Ruim;Ruim;Ruim;Satisfatório;Bom;Bom;Satisfatório;Satisfatório;Péssimo;Péssimo;Ruim;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Ruim;Ruim;Satisfatório;Bom;Satisfatório;Satisfatório;Satisfatório;Bom;Péssimo;Ruim;Satisfatório;Ruim;Satisfatório;Bom;Satisfatório;Bom;Ótimo;Ruim;Satisfatório;Satisfatório;Inexistente;Satisfatório;Bom;Satisfatório;Satisfatório;Bom;Satisfatório;Satisfatório;Bom;Satisfatório;Ruim;Ruim;Ruim;Ruim;Ruim;Ruim;Péssimo;Não conheço;Não conheço;Não conheço;Satisfatório;Ruim;Satisfatório;Ruim;Satisfatório;Satisfatório;Satisfatório
Discente;Barbacena;Técnico;Ótimo;Ótimo;Bom;Bom;Bom;Ruim;Bom;Bom;Satisfatório;Bom;Bom;Bom;Satisfatório;Satisfatório;Bom;Ruim;Bom;Bom;Bom;Bom;Bom;Ruim;Bom;Bom;Satisfatório;Satisfatório;Ruim;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Bom;Bom;Bom;Ótimo;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Satisfatório;Bom;Bom;Bom;Bom;Bom;Bom;Ruim;Bom;Inexistente;Inexistente;Não conheço;Inexistente;Não conheço;Bom;Satisfatório;Bom;Bom;Bom;Bom;Satisfatório;Bom;Bom;Bom;Bom;Satisfatório;Ótimo;Ótimo;Satisfatório;Bom;Bom;Ruim;Bom;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Bom;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Ruim;Bom;Satisfatório;Satisfatório;Ruim;Ruim;Bom;Não conheço;Não conheço;Não conheço;Não conheço;Bom;Bom;Satisfatório;Satisfatório;Bom
Discente;Barbacena;Técnico;Ótimo;Bom;Bom;Bom;Bom;Bom;Bom;Péssimo;Satisfatório;Bom;Bom;Bom;Ruim;Ruim;Satisfatório;Ruim;Bom;Bom;Bom;Bom;Satisfatório;Satisfatório;Bom;Satisfatório;Satisfatório;Bom;Ruim;Satisfatório;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Bom;Ótimo;Bom;Bom;Bom;Bom;Bom;Satisfatório;Bom;Bom;Satisfatório;Péssimo;Satisfatório;Bom;Bom;Bom;Bom;Bom;Bom;Satisfatório;Bom;Ruim;Bom;Bom;Bom;Bom;Satisfatório;Bom;Satisfatório;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Satisfatório;Satisfatório;Ruim;Bom;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Ruim;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Ruim;Bom;Ruim;Ruim;Ruim;Ruim;Ruim;Ruim;Ruim;Satisfatório;Satisfatório;Bom;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Ruim
Discente;Barbacena;Técnico;Bom;Satisfatório;Satisfatório;Péssimo;Bom;Péssimo;Bom;Satisfatório;Satisfatório;Bom;Bom;Satisfatório;Ruim;Ruim;Satisfatório;Ruim;Bom;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ótimo;Bom;Ruim;Bom;Bom;Ruim;Satisfatório;Ruim;Bom;Bom;Bom;Bom;Satisfatório;Bom;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Bom;Bom;Satisfatório;Bom;Ruim;Satisfatório;Satisfatório;Satisfatório;Ruim;Satisfatório;Bom;Bom;Péssimo;Bom;Satisfatório;Ruim;Ruim;Satisfatório;Satisfatório;Ruim;Ruim;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Bom;Bom;Bom;Bom;Satisfatório;Bom;Satisfatório;Satisfatório;Satisfatório;Ruim;Satisfatório;Ruim;Satisfatório;Bom;Bom;Satisfatório;Bom;Bom;Bom;Bom;Ruim;Bom;Bom;Ruim;Satisfatório;Bom;Bom;Ruim;Satisfatório;Satisfatório;Satisfatório;Ruim;Bom;Bom;Bom;Bom;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Satisfatório;Satisfatório;Bom;Bom;Satisfatório
Discente;Barbacena;Técnico;Satisfatório;Ruim;Péssimo;Satisfatório;Ruim;Inexistente;Ruim;Inexistente;Ruim;Bom;Ruim;Ruim;Ruim;Ruim;Satisfatório;Ruim;Ruim;Péssimo;Não conheço;Péssimo;Péssimo;Péssimo;Inexistente;Péssimo;Ruim;Bom;Satisfatório;Não conheço;Não conheço;Péssimo;Ruim;Ruim;Ruim;Ruim;Ruim;Ruim;Bom;Inexistente;Ruim;Ruim;Ruim;Ruim;Ruim;Ruim;Ruim;Ruim;Ruim;Ruim;Ruim;Satisfatório;Péssimo;Satisfatório;Satisfatório;Bom;Ruim;Satisfatório;Satisfatório;Satisfatório;Ruim;Satisfatório;Ótimo;Satisfatório;Ruim;Inexistente;Satisfatório;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Satisfatório;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Ruim;Ruim;Péssimo;Péssimo;Ruim;Ruim;Ruim;Satisfatório;Satisfatório;Ruim;Inexistente;Inexistente;Ruim;Ruim;Ruim;Péssimo;Péssimo;Inexistente;Ruim;Péssimo;Ruim;Péssimo;Ruim;Ruim;Satisfatório;Inexistente;Satisfatório;Ruim;Ruim;Satisfatório;Péssimo;Péssimo;Péssimo;Péssimo;Satisfatório;Satisfatório;Ruim;Péssimo;Satisfatório;Ruim;Satisfatório
Discente;Barbacena;Técnico;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Ruim;Satisfatório;Ruim;Satisfatório;Ruim;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Satisfatório;Satisfatório;Ruim;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Satisfatório;Ruim;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Ruim;Inexistente;Inexistente;Inexistente;Inexistente;Inexistente;Ótimo;Ótimo;Ótimo;Ótimo;Péssimo;Ótimo;Satisfatório;Satisfatório;Ruim;Péssimo;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Péssimo;Ruim;Ruim;Ruim;Satisfatório;Satisfatório;Ruim;Satisfatório;Ruim;Satisfatório;Satisfatório;Satisfatório;Satisfatório;Ruim;Satisfatório;Ruim;Ruim;Satisfatório;Satisfatório;Inexistente;Inexistente;Bom;Bom;Ruim
Discente;Barbacena;Técnico;Bom;Ótimo;Péssimo;Ruim;Bom;Ótimo;Não conheço;Inexistente;Inexistente;Ótimo;Bom;Bom;Inexistente;Inexistente;Satisfatório;Ruim;Ruim;Ótimo;Péssimo;Não conheço;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Ótimo;Satisfatório;Ruim;Satisfatório;Ótimo;Inexistente;Ótimo;Inexistente;Satisfatório;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Ótimo;Ótimo;Ruim;Ótimo;Inexistente;Ótimo;Satisfatório;Bom;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Ruim;Satisfatório;Péssimo;Péssimo;Péssimo;Péssimo;Inexistente;Satisfatório;Satisfatório;Inexistente;Ótimo;Ótimo;Satisfatório;Ótimo;Satisfatório;Ótimo;Ótimo;Satisfatório;Satisfatório;Péssimo;Satisfatório;Ruim;Ótimo;Bom;Inexistente;Ótimo;Ruim;Ótimo;Ruim;Péssimo;Bom;Ótimo;Péssimo;Ruim;Péssimo;Ruim;Bom;Péssimo;Péssimo;Satisfatório;Satisfatório;Ruim;Péssimo;Satisfatório;Inexistente;Bom;Péssimo;Péssimo;Bom;Satisfatório;Satisfatório;Ruim;Ótimo;Bom;Satisfatório;Bom;Ótimo;Satisfatório;Péssimo;Satisfatório;Bom;Bom
Discente;Barbacena;Bacharelado em Administração;Satisfatório;Bom;Satisfatório;Satisfatório;Bom;Não conheço;Ótimo;Ótimo;Ruim;Satisfatório;Ruim;Bom;Ruim;Inexistente;Ruim;Ruim;Satisfatório;Ruim;Não conheço;Ruim;Péssimo;Péssimo;Péssimo;Péssimo;Inexistente;Satisfatório;Ruim;Péssimo;Péssimo;Satisfatório;Satisfatório;Ruim;Ruim;Ruim;Ruim;Péssimo;Inexistente;Inexistente;Inexistente;Ruim;Ótimo;Satisfatório;Ruim;Ruim;Ruim;Ruim;Satisfatório;Péssimo;Inexistente;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Bom;Satisfatório;Bom;Ruim;Péssimo;Péssimo;Péssimo;Ruim;Não conheço;Não conheço;Não conheço;Não conheço;Ruim;Ruim;Satisfatório;Ótimo;Bom;Ótimo;Satisfatório;Ótimo;Péssimo;Não conheço;Ruim;Péssimo;Satisfatório;Ótimo;Ruim;Péssimo;Satisfatório;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Péssimo;Péssimo;Péssimo;Ruim;Satisfatório;Ruim;Não conheço;Péssimo;Não conheço;Não conheço;Não conheço;Não conheço;Satisfatório;Bom;Ruim;Satisfatório;Ruim;Ruim;Inexistente;Inexistente;Satisfatório;Ruim;Ruim
Discente;Barbacena;Técnico;Ótimo;Ótimo;Bom;Ótimo;Ótimo;Bom;Bom;Satisfatório;Satisfatório;Ótimo;Ótimo;Ótimo;Bom;Satisfatório;Bom;Satisfatório;Ótimo;Ótimo;Bom;Bom;Satisfatório;Satisfatório;Bom;Satisfatório;Ruim;Bom;Satisfatório;Ótimo;Bom;Bom;Ótimo;Ótimo;Bom;Ótimo;Satisfatório;Bom;Ótimo;Ótimo;Bom;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Ótimo;Bom;Bom;Bom;Satisfatório;Bom;Satisfatório;Ótimo;Ótimo;Ótimo;Bom;Bom;Bom;Satisfatório;Satisfatório;Bom;Bom;Ótimo;Bom;Bom;Satisfatório;Satisfatório;Satisfatório;Não conheço;Não conheço;Não conheço;Não conheço;Não conheço;Ótimo;Ótimo;Ótimo;Ótimo;Bom;Bom;Péssimo;Satisfatório;Ruim;Satisfatório;Bom;Satisfatório;Ótimo;Ótimo;Bom;Bom;Ótimo;Ruim;Bom;Bom;Ruim;Satisfatório;Bom;Satisfatório;Satisfatório;Bom;Bom;Bom;Bom;Bom;Satisfatório;Ruim;Bom;Ótimo;Bom;Bom;Bom;Ótimo;Bom;Ótimo;Ótimo;Ótimo;Satisfatório;Ótimo;Bom;Satisfatório;Bom
